"group","V1","V2"
"D",50.4353151633,56.4393224734
"H",27.4224292143,51.4388762325
"F",57.6146743876,33.8224476502
"C",70.9468490729,50.4727017878
"A",63.0769,29.1026
"D",50.4483013392,21.6402564599
"A",54.8718,49.8718
"H",52.9526073133,50.0747390118
"E",76.9532591384,27.7706107405
"L",82.8002478704,18.5293762368
"I",63.3564881135,17.7240688424
"L",50.2970432655,99.6441791736
"M",34.6757573144,79.6375987743
"C",44.5468412844,50.4159133758
"E",43.5498814807,24.3072109395
"M",64.2952177764,84.1258572133
"D",50.2749326091,49.6234993439
"C",37.7940494081,30.4926383364
"J",65.8755478023,11.7324363627
"G",39.7403795202,18.7410514146
"L",95.5934163965,33.2341293953
"J",91.7260057727,52.6233532573
"B",40.5701970446,79.3729634752
"J",50.4246786898,85.1747475891
"B",30.9962205791,71.694404938
"B",46.5927679682,84.9723827774
"I",36.0270912125,22.1954385395
"C",95.0652748396,30.5004028652
"K",48.8339891275,17.7259558674
"I",51.5669948027,16.4857136372
"E",74.1142308687,71.9263635185
"F",76.7318493982,NA
"D",69.5064719492,22.7286628748
"E",84.1028794336,8.98065579006
"E",39.7845249391,82.2605658962
"G",51.6637862607,19.9251251977
"M",37.8254347391,9.60103429534
"B",71.7907676942,71.0654666627
"M",66.0641357377,89.2086685815
"J",55.0671179917,29.0115351997
"F",86.4358971909,59.7927618087
"E",39.181907086,79.8190371976
"L",NA,89.2243556475
"E",50.5632444849,62.6238279659
"D",50.0936501016,NA
"G",31.0005254108,82.5794805962
"B",NA,50.5462690659
"G",42.8817550897,80.1847700514
"L",37.0882451339,60.857227495
"J",53.1013817819,NA
"B",39.7063261674,NA
"B",74.2477082092,NA
"M",67.5017806138,NA
"C",53.0427983006,50.4875038691
"C",NA,10.5431877763
"L",54.8026825363,75.3639849893
"E",46.280631958,68.0284231525
"K",27.5482344526,75.1647590544
"I",77.931004934,NA
"A",83.3333,55.2564
"A",77.6923,71.4103
"M",34.5486191018,26.1110878654
"G",75.0063926418,82.4258351563
"A",52.0513,12.5641
"J",40.0096720019,60.9865825077
"D",50.0936501016,11.6077134241
"J",46.819907946,10.4946526804
"D",30.5011608787,38.3141385582
"K",32.1920969515,60.2006509147
"K",27.2451932001,29.8195074488
"H",50.6583547714,83.1144793358
"H",50.9295476993,82.8460411252
"B",70.0689259404,7.59346560899
"F",45.0063004454,38.2990195507
"D",89.497529662,33.901372671
"I",48.559816719,78.7883706035
"B",31.0052582572,40.682503007
"C",NA,10.7249292845
"M",68.8909906096,27.2962056672
"G",37.5551162883,24.5376638386
"A",50.5128,NA
"I",NA,68.6900618808
"F",28.7391414969,62.7208638859
"D",69.5275296829,9.99229666551
"L",57.0425482213,42.418757739
"K",47.2250252695,44.5756466185
"L",57.1252310509,42.7390191388
"I",65.7555515404,18.5162158303
"M",35.5139005857,89.5991901138
"C",60.1869278445,70.4835512458
"D",NA,55.8789168923
"H",25.8575694746,17.113842659
"H",27.0955703605,52.0767994399
"F",29.2851466002,63.3836058254
"B",46.0822757831,23.1104578154
"L",NA,54.2445521781
"B",81.7246168002,6.03754484635
"F",40.4356915763,20.2326706762
"B",70.2895057187,82.5336485877
"B",35.6205617651,57.2860155789
"B",78.6171953363,52.5752573142
"G",23.6730818572,64.8708391385
"H",74.8202539551,82.9623887856
"J",67.6208658884,38.0065584658
"M",NA,5.24980548075
"M",33.8499497887,46.2844744465
"D",89.5010526463,NA
"M",34.6982700852,36.4753541349
"G",52.8338205303,72.5518862725
"A",76.6667,75.2564
"M",68.856486669,43.084147214
"M",34.9213061465,35.4184380529
"D",69.5057889042,59.2849248279
"D",50.179850128,36.8075593352
"A",53.8462,10.2564
"I",NA,24.5644624921
"A",87.9487,46.0256
"G",54.222845621,19.503665544
"E",65.3715488709,42.6959713164
"L",65.198316667,33.0271717859
"I",64.8020094467,18.2168786335
"F",39.2067193308,51.5337156971
"D",69.5034574098,16.8783132661
"A",71.2821,22.9487
"E",76.8406924717,20.9185472197
"C",49.7494984129,10.4858029097
"G",68.9343694692,31.6198930866
"E",45.4229321817,69.0955016709
"G",59.7665303129,NA
"L",50.1145975193,1.74146171252
"D",69.5798670452,21.9352367455
"J",NA,85.499817612
"B",71.9650826544,17.7102359443
"K",40.1638157437,87.4486723469
"B",69.3595594592,65.5213545959
"B",55.138737967,30.7257603575
"C",24.2703823928,50.4855676918
"C",49.7869410649,89.6580469945
"B",41.6775957748,30.2012640846
"I",48.5622230047,78.7823835275
"D",50.0631041291,NA
"A",71.5385,60.641
"J",47.3154157773,12.853451784
"B",63.5149808671,25.1000785788
"F",77.3485716647,15.7745292395
"G",36.3827221955,25.2380052325
"H",NA,82.9353284131
"J",34.7505970472,80.0110909897
"I",NA,18.3971951223
"G",58.2100082697,68.0445380719
"G",78.0936590733,77.759558184
"C",98.2881232748,30.6039193719
"L",49.4527077733,79.9306028004
"H",77.2543883433,51.4618248152
"E",NA,75.3467016413
"L",62.3597662841,90.2436599196
"M",65.4372821806,15.5453860785
"J",62.8240245172,84.9661859507
"L",44.3005150328,58.1329592781
"C",57.049801823,10.5081369414
"H",49.9649053793,83.7083177013
"F",41.7402438167,17.8293243101
"I",52.6840664009,16.4079627826
"E",39.2392807768,79.2637238398
"C",84.405952832,50.4948658866
"H",75.8955770466,17.1699497051
"I",NA,78.997532065
"I",45.8703691685,17.4893933655
"E",42.3678224956,73.6382718294
"I",58.8391251216,16.6376352154
"D",50.4390920216,37.670771798
"C",95.2492339568,30.4594542144
"D",50.3334811097,43.588671479
"E",76.8885781632,72.1654720777
"E",54.1712415737,58.0598078952
"G",55.4065208295,80.2666719669
"M",64.2037185014,26.6441143003
"G",23.077319507,71.7205396747
"I",51.4734585149,NA
"C",40.816953133,50.4877601957
"J",NA,61.3426238695
"D",30.474634333,52.3221596388
"F",44.4438406096,36.0190833012
"K",60.6836260407,10.6326415569
"D",69.4875893963,81.8359875567
"M",NA,31.6639905316
"I",49.8384929905,16.6763302777
"A",65.8974,20.2564
"I",32.6442540714,70.7325550334
"L",45.4998576493,3.98542629287
"B",65.9708570175,72.7448559954
"E",40.7498793985,77.204657286
"B",64.4050752632,78.5841760758
"C",NA,50.4908995189
"A",33.0769,77.5641
"M",34.6445467746,54.4441077764
"G",NA,82.8179829379
"F",39.6615736653,15.609355577
"K",86.2562238205,55.8309303793
"K",68.6382807138,18.5080128963
"G",49.9675511775,28.4602033343
"L",47.4464667165,82.622124014
"M",66.388704175,38.8447443366
"J",NA,85.2366963264
"I",39.9213628084,NA
"J",37.0266294472,44.4622930512
"H",75.7593838168,16.9429296545
"K",95.2605278366,46.008830272
"J",63.1445274767,NA
"C",42.2241202189,30.4980371582
"G",70.3279291834,82.0293546968
"A",60.7692,33.718
"K",43.2867129203,43.0568603208
"H",50.5013965822,17.1057707188
"H",75.2443262052,83.9034973788
"K",43.8277089981,71.0470522123
"B",33.3393742865,NA
"C",58.2722785867,69.9002729578
"A",46.9231,79.8718
"M",74.1672717461,5.34988087254
"E",36.6055782383,15.748875885
"B",72.0463894612,12.9180067349
"B",77.3178020985,48.3983464352
"H",50.5648455577,17.0777773216
"I",66.0937201989,77.0178182606
"L",27.7140565712,42.2500516253
"E",41.2700565259,21.7218171465
"A",57.9487,99.4872
"H",50.4642248341,82.9353284131
"K",NA,47.8002988852
"H",52.5928183721,51.3915915185
"C",51.8202625467,89.8341303987
"I",54.7611561181,16.3661890954
"L",24.997482691,75.4415616626
"E",43.0812558617,75.3467016413
"B",42.9680469104,17.9454583961
"M",39.1143664549,96.4817513202
"K",50.7597410528,18.0893946004
"E",47.1427889348,32.0250641734
"B",74.1383313856,49.1739189791
"B",64.5682641863,83.6396338956
"M",28.5641377966,34.6263997171
"D",50.0163058346,16.2536847911
"I",56.475383374,79.1678400979
"C",51.8678937691,50.4932732621
"C",50.8784883796,10.5030898746
"E",63.4038060118,44.847493688
"B",50.8506336394,13.9876016304
"F",58.6722880025,90.077160307
"J",53.9803991821,29.3509867092
"J",54.7302890863,11.4128826732
"G",31.2218783581,26.4408557812
"I",37.6277032991,74.5575043418
"D",50.4467514196,57.2305889423
"M",67.0040223792,15.3458266393
"G",39.6482666468,22.7313663718
"I",32.542380336,NA
"J",64.8122375621,62.8109155873
"H",52.8811647904,50.6215547554
"C",57.3106968674,50.4825132895
"L",37.4770138847,63.7886855744
"H",50.9393039127,16.981021883
"C",37.0193512929,50.4926666972
"K",51.4339355233,99.2568672885
"M",75.3298157891,32.8303519164
"M",67.5934531877,90.9519098246
"K",58.9347650647,9.36920121911
"L",82.3041595613,46.9909036215
"D",NA,29.177864393
"K",NA,99.5795911254
"G",91.8083525691,34.9655944844
"M",68.6755160534,50.465234811
"M",35.4399436182,47.7975176939
"E",39.4311612098,19.3238407541
"K",47.6952008891,95.2411869282
"I",32.8314206076,24.7975381459
"M",66.7241920702,5.24980548075
"M",65.3096314498,98.1651568396
"D",30.4944213623,45.7734755346
"D",50.1084399725,18.2590443442
"A",NA,61.7949
"H",77.8640547124,49.6625455341
"I",36.0270912125,NA
"H",75.1982952889,83.4623033365
"D",30.4859942157,47.3479464653
"F",63.8689598271,70.2137388333
"K",52.2685616825,52.8052401961
"E",39.8783046498,18.3249292157
"K",85.8191629042,37.5713861819
"G",NA,68.1467563743
"K",45.3426531889,13.9088123935
"L",91.517847246,36.8902631263
"A",81.7949,60.2564
"C",38.0337837705,50.4908995189
"E",48.5306293681,34.1524500077
"M",27.9395185786,50.9850621313
"D",30.5048349283,28.7714879939
"F",78.7572361375,53.3326200111
"F",56.1713975295,32.1179887719
"M",37.8323600164,14.4694894463
"C",34.7542074707,30.4958650002
"E",36.4754991726,17.7189477884
"G",29.4368412489,67.5545281141
"E",80.18002545,19.0888441297
"G",62.7074541119,21.9955085787
"J",52.9920289667,9.90666848335
"C",NA,30.6039193719
"I",NA,17.2821912228
"L",28.5233910215,39.7966662481
"L",50.7132995657,48.7722867825
"C",64.9697382623,10.4821595117
"F",76.0580137544,16.3837496882
"C",41.1693104232,10.4973002433
"E",43.0812558617,NA
"D",69.5034745234,17.1690897689
"B",37.4884147432,NA
"F",27.5780252176,62.8210386566
"G",33.7970720433,28.6997507433
"F",69.8958192404,43.4537592655
"A",47.9487,NA
"I",51.4734585149,79.1598669963
"C",41.4171152753,50.4697734181
"A",79.7436,66.7949
"K",59.7160077628,11.5190968617
"H",75.3259785471,15.7718919896
"E",80.7662322969,NA
"F",56.5944213157,86.9270062202
"H",51.2509196468,17.2404558616
"B",74.2477082092,20.314187812
"B",72.1399254065,0.0151193251552
"E",72.6546231621,66.8782776113
"M",35.4833288685,44.4916349303
"K",56.5943646385,8.91734404523
"I",68.0856058616,76.1123175001
"K",55.4820563581,22.8274662445
"G",69.1952352018,22.709792166
"H",50.7521082559,82.9019500961
"F",28.088741319,63.5107944263
"K",51.6006241332,50.0324668853
"M",30.343361183,32.5245631742
"A",55.3846,86.0256
"A",44.1026,25.641
"M",36.286143052,17.1057707266
"C",43.588468468,89.7455365536
"G",25.9854996226,74.3493875478
"F",44.0013152386,33.9042073544
"E",53.3045031712,40.883844549
"C",51.8281274487,70.3526492053
"F",43.5951158622,19.9942009773
"F",44.0013152386,NA
"G",38.7318581261,83.7893564281
"L",65.2563927704,32.8541041237
"C",36.7537002386,50.5293043035
"L",58.9431665444,11.6128777918
"K",75.168667839,73.9004448762
"I",65.0259398087,18.2878245002
"M",35.5480948795,89.3049758407
"I",56.9258394194,79.2063186226
"C",52.2038939272,10.4956369212
"E",71.4829096934,34.6805169926
"B",65.2199135479,84.6829549336
"J",53.1013817819,84.5476586881
"L",40.0026592892,NA
"J",42.276332666,34.5276361236
"C",65.9493192681,50.494240794
"I",64.0102406778,17.9244781912
"B",63.2501970628,65.9524861966
"M",34.7318293093,19.6017950724
"E",34.2381100444,13.7131582305
"D",69.5048154243,15.6143582625
"G",61.0029597643,30.0153144324
"C",27.6340383923,50.5036668574
"M",62.7866325947,13.9189931024
"E",51.1003173587,38.095699984
"D",69.5506789842,9.03298756904
"L",79.806531301,52.7231797883
"M",38.714899408,76.3969778172
"F",58.7182307185,90.310532087
"D",69.5041565157,23.6689181006
"J",36.8943276507,47.7065559687
"D",NA,10.2358819024
"E",70.1180341426,36.4481847905
"M",65.570045691,23.7657582226
"G",42.8418426525,20.3339004396
"F",54.5757285877,77.5362884724
"F",58.2136082599,91.881891513
"E",75.9483006427,22.7447959146
"J",43.3685015447,84.3321772039
"A",64.8718,46.7949
"E",41.7873232275,83.9880779935
"J",62.0480325076,63.8458632494
"D",50.3374274859,57.9553142818
"H",27.5514782612,51.4873865306
"E",77.0522406385,27.9056390894
"G",58.5059100905,81.7455863409
"F",40.899259175,20.7985289466
"J",NA,29.9943911942
"H",77.9544350549,50.4755789715
"B",48.9604602016,72.6295257275
"I",NA,16.642703808
"D",50.0870583609,73.9518736268
"G",66.9907491546,17.2228706509
"G",37.1557104777,84.9541114129
"M",68.1914228192,45.1694864796
"E",52.1898883047,39.3677964938
"A",51.0256,44.1026
"H",50.7923547263,17.2042143387
"H",75.9618400861,16.6948422289
"B",29.3462004281,42.1487418312
"K",43.8563814822,94.0858717713
"J",NA,80.9712184346
"L",59.2034756073,41.2706776667
"I",82.0339084758,62.6818697859
"E",52.1319019406,39.3646020815
"G",56.4593711284,25.1445642082
"L",40.0026592892,27.4875100027
"H",51.1479167122,90.8674123313
"I",69.5135831574,20.2793578927
"A",76.6667,NA
"B",75.7719387944,69.8292300322
"B",62.3911805626,5.62307076073
"A",44.1026,NA
"B",42.1856791429,66.0348978235
"L",40.1237272008,30.0731619402
"M",40.6101254225,89.1362398699
"I",33.037301251,24.5644624921
"L",NA,34.9610381566
"C",54.8546309465,10.4639151924
"F",58.1960536923,92.2149886482
"C",34.7424714403,70.3399348879
"L",37.8391996844,94.359443503
"J",88.5305192041,30.4760310098
"D",50.4209091963,43.3479568967
"B",39.8112302539,NA
"M",66.1291498342,61.6437178853
"C",39.1102518936,30.4786951789
"A",NA,19.1026
"J",20.0245005746,61.3426238695
"I",82.0339084758,NA
"L",75.1396847343,54.2445521781
"B",64.3737979844,28.8625834061
"L",95.4434878077,36.1897016148
"H",27.8931727187,50.6619634101
"C",56.6189102967,50.5033740178
"B",74.0216939058,NA
"E",54.6362064446,57.4938424367
"D",NA,21.9352367455
"F",41.9686168283,26.4970725985
"I",84.7942778751,55.5686503735
"C",51.7490891643,30.4729933399
"L",76.5804513576,72.8915336827
"D",30.489569227,77.7298801366
"K",NA,93.075835032
"K",36.4658820182,NA
"K",55.044123361,83.5414106324
"I",58.5282895407,NA
"J",60.0922466078,11.8721117093
"M",31.3195486706,31.6639905316
"H",27.5304663693,51.4148465629
"M",75.0171368727,46.6224426489
"H",77.7564189331,51.1517703255
"M",30.7192619427,58.812060082
"E",36.7924815919,13.3921347304
"D",30.487391709,19.7794703733
"K",75.1415195918,73.8196684648
"I",25.5380076465,NA
"E",41.2090395008,24.1287091891
"H",52.1841801076,51.9752506714
"M",73.0273050243,46.2741878725
"D",89.5016235276,45.8151791904
"F",77.3381581659,15.890054658
"C",33.3652644305,70.4593354392
"G",29.7452539206,74.4045268347
"B",74.3001198284,42.4770945921
"L",85.1603321777,15.0183695439
"E",35.7518707905,94.1167680276
"F",76.1804165329,15.9125737458
"C",27.8918897953,30.4849702595
"E",36.0308797708,93.1217332374
"A",59.2308,38.3333
"K",63.5729393821,32.9386176053
"I",84.2868249936,57.2561680896
"G",47.3480185524,72.5916115408
"E",75.1077300904,30.0169834157
"A",29.7436,32.1795
"K",36.4658820182,35.5241876075
"L",66.1540050863,84.1119370252
"I",42.6810404129,18.5425361977
"F",44.0071499323,46.4496737846
"L",NA,84.1119370252
"K",42.6522509813,90.5606397307
"K",31.915519986,79.7904134869
"H",75.7465632023,17.1057165115
"G",40.8638552293,82.9261452983
"K",92.0175590822,39.9179311324
"F",28.5889998149,63.0240805653
"B",59.8518383854,72.9583909677
"L",NA,46.6535769763
"I",72.9590468722,22.5114998325
"A",85.1282,51.4103
"D",30.4995445502,49.3820997506
"L",50.4338611907,18.5348708515
"B",46.8448551673,36.7917136918
"I",51.4671011416,79.2018445773
"F",40.7489802561,16.1821416622
"C",68.4030100436,50.4986272318
"D",50.3522608355,12.4686005273
"I",50.5649338128,79.0772985529
"B",59.83218542,69.1525081443
"A",51.2821,14.8718
"C",52.9767123211,10.859490276
"F",77.8637264289,14.6106776491
"H",50.0694819181,83.0576695262
"L",56.3751090389,96.30514763
"I",53.8461940322,16.3873180961
"I",56.475383374,NA
"J",72.6699892655,15.2342259409
"B",39.7774828713,43.75581895
"H",50.5628463386,82.9378217764
"E",44.1890843708,28.772625473
"F",28.8113284396,61.3578540576
"A",55.1282,18.3333
"K",49.0701267502,48.8969446811
"K",34.2506117649,34.4415865654
"L",49.4527077733,NA
"F",57.27837287,89.9076067166
"G",50.157414434,71.1617258246
"A",64.359,24.1026
"M",34.8634441715,30.9392745218
"J",50.0164829541,11.9338520864
"L",35.4355325251,34.9610381566
"A",50,95.7692
"A",38.7179,31.4103
"M",NA,39.1209853231
"M",37.7953028026,93.5324553607
"G",85.161682187,65.5124047088
"I",55.9930301513,79.2772636977
"B",57.617447817,8.19480060319
"F",50.3399696652,26.4713966117
"K",59.0250770848,28.3220858801
"H",NA,17.2042143387
"E",64.3979095023,56.1748754008
"M",70.9626103129,86.5181213517
"K",55.2412969947,52.5935746267
"M",66.6992650902,18.5910853404
"G",50.8154853559,78.950838805
"H",51.014232955,17.2210955293
"H",52.3428220582,51.8619520908
"F",47.1554048146,22.3779325323
"F",57.4894477748,88.0852855629
"F",62.4901493154,74.5842896072
"F",40.3986329069,16.3470083822
"F",64.0280813016,27.6726855125
"B",71.6978651182,10.8681445111
"A",56.6667,42.1795
"K",28.0896176553,60.512212549
"I",53.5699050003,16.3397125506
"H",77.0844843669,51.9671367003
"M",69.0817099788,55.4740530987
"J",35.4695229971,43.1158849517
"H",50.8626843321,17.1456310914
"J",62.6912665406,30.2903738312
"F",43.300614891,31.5264261979
"D",69.5066843151,68.0844667893
"M",77.9158742329,NA
"C",70.810692254,89.5926540118
"A",57.4359,10.2564
"E",44.1249612057,23.3662452858
"B",42.4767923803,56.7312899691
"C",64.7747992444,90.132316736
"C",78.6424883907,89.5512032307
"J",63.1445274767,85.2366963264
"C",46.1276863394,30.4494107792
"H",50.422698058,82.9099014671
"A",45.3846,36.4103
"B",74.189036683,68.1335832223
"M",73.7420460836,39.1209853231
"M",37.1420429198,49.7419879519
"E",40.2220627884,20.6146217044
"A",44.8718,13.718
"D",30.489569227,NA
"D",NA,75.0132995059
"E",41.323383287,80.2118685969
"J",55.0519165396,11.9499886181
"K",60.600276471,59.7533088802
"I",34.5753090115,72.7248411845
"F",NA,63.389040388
"C",53.7489900744,10.5225745323
"J",77.7061096487,20.3042601852
"K",50.4441853247,78.1958883115
"H",27.6740833991,51.3041121452
"H",49.9903949511,83.997356924
"D",30.4648469308,82.0892320845
"F",41.5289197586,24.9164251896
"I",53.7714606827,79.3029316435
"D",50.4164772292,97.2696919618
"I",70.1028044999,75.6832068542
"M",64.99458547,49.4621728312
"G",55.571119732,17.369574581
"C",58.2465530013,50.4428744949
"J",36.4555695327,40.791843032
"H",50.6911241884,87.5139604241
"E",72.4093545935,33.0392569664
"I",65.3150439093,18.3337482986
"K",72.622209414,74.5269656511
"K",51.2623974761,49.6665051258
"A",48.2051,84.1026
"L",51.6422264225,50.8383406788
"L",55.7412443246,46.6535769763
"J",68.2572064402,12.3846391542
"E",39.4629598364,78.459973898
"I",62.6856712475,78.1747432719
"E",NA,23.3662452858
"D",50.3735188462,82.2192057218
"C",41.7797417848,50.4706422808
"E",NA,81.711479845
"F",44.0740606888,34.5532038906
"G",75.0925497814,83.4373907092
"B",65.953595185,31.1474060835
"E",76.7911300701,28.0720081685
"D",50.2879944267,12.8722822086
"B",39.9630215796,42.9449148487
"B",15.5607495229,80.0656402858
"L",50.7417190667,17.8384056087
"J",71.5390198495,45.5218061588
"E",80.5732729943,8.36563890168
"E",78.1285220512,23.139231835
"F",58.2216127264,90.4110187715
"I",70.9819409865,21.1458881039
"E",57.134855354,53.8779658045
"K",57.968981435,85.3560457326
"G",91.8874485924,34.7692538555
"E",46.6431192691,31.4072190618
"D",69.5101069302,61.3296244282
"L",31.3996460012,39.2652632229
"M",76.6653077326,38.440250966
"F",34.3039579069,56.5421259093
"K",68.8510215758,39.573434273
"A",38.7179,84.8718
"K",70.171457528,NA
"K",70.171457528,70.2822212385
"D",50.4382906648,92.3547602661
"E",50.9423823071,62.0973939351
"I",48.890555756,16.8065435154
"C",42.7131936166,10.4875472428
"A",61.7949,69.1026
"E",36.6592676972,17.6819644553
"D",50.253683689,NA
"F",44.0740606888,NA
"I",32.542380336,70.7024172063
"L",53.091704424,19.2900304453
"D",30.491302622,43.5613740753
"G",59.9670579092,26.8025832185
"D",30.4995061735,NA
"E",81.9504776395,19.8745582085
"B",39.3237560262,59.3008196656
"K",66.4313243161,36.5361097353
"K",90.3426345089,37.7803861004
"J",36.8943276507,NA
"J",61.503472503,10.8284144754
"I",52.8250171923,85.5781338795
"E",43.7446196844,71.2679610751
"I",47.549506348,17.0714045245
"J",62.8240245172,NA
"D",89.5010526463,43.3473436951
"K",42.6449829318,40.1543216386
"D",30.449653838,44.9951230008
"J",55.8637684939,85.3364867573
"E",34.4995583102,86.6099850511
"I",39.4855747899,20.0330500489
"B",45.2515760666,70.0034213192
"A",71.2821,10.641
"I",56.3651532552,16.3265463742
"B",78.7742390407,35.4841012146
"E",39.9316746322,79.9391880033
"M",72.9981862717,NA
"D",49.919058249,3.7168538855
"M",64.601818107,12.0019169643
"G",63.0652438592,34.2357465852
"K",65.0059431717,15.9126686464
"H",50.6998506392,17.0851843836
"B",NA,60.0275120878
"E",77.0522406385,NA
"M",63.9100640599,62.9723349305
"H",75.7010415321,82.9194588559
"C",70.7864511597,10.5136950409
"G",59.0007586238,21.1710074885
"J",20.4089478892,32.2030304205
"M",67.0733217806,6.04921458162
"J",23.4957104659,25.3224681542
"L",50.309988715,47.2678818553
"D",50.2888186122,13.436410466
"D",30.5116612138,66.0937181831
"L",56.3803054046,14.7884597101
"B",67.6707164012,37.110947969
"C",56.2338756577,89.635308157
"G",55.9528886329,16.7897576048
"A",89.4872,42.5641
"G",66.9416766634,18.2435093914
"B",74.7411813341,21.1016372041
"M",NA,32.1184816794
"A",48.7179,11.0256
"M",27.4396322054,65.7444629564
"E",40.622115916,NA
"B",45.5964849542,NA
"L",59.3109904219,10.5721363739
"C",69.9647805002,10.5072329326
"B",35.0306285457,12.5366493416
